date,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80,cluster_import,cluster_religious,cluster_community,cluster_highRisk,cluster_education,cluster_detentionCentre,cluster_workplace
2021-09-21,15759,27,16650,204953,1223.0,5525.0,2858.0,7376.0,0.0,2451.0,1399.0,10017.0,1611.0,935.0,1516.0,1399.0,3687.0,3051.0,1843.0,1436.0,968.0,461.0,182.0,0.0,3.0,301.0,45.0,15.0,2.0,622.0
2021-09-22,14990,5,19702,200097,991.0,5306.0,2820.0,6864.0,0.0,2471.0,1264.0,9538.0,1523.0,994.0,1477.0,1264.0,3462.0,2884.0,1892.0,1300.0,968.0,405.0,150.0,0.0,8.0,210.0,35.0,49.0,17.0,595.0
2021-09-23,13754,4,16628,197075,1111.0,5127.0,2241.0,6386.0,0.0,2354.0,1098.0,8850.0,1371.0,902.0,1452.0,1098.0,3120.0,2672.0,1763.0,1295.0,852.0,383.0,136.0,0.0,1.0,303.0,20.0,7.0,6.0,658.0
2021-09-24,14554,9,16751,194732,1079.0,5056.0,2268.0,7230.0,0.0,2334.0,1278.0,9269.0,1528.0,918.0,1416.0,1278.0,3260.0,2784.0,1884.0,1341.0,966.0,427.0,135.0,0.0,0.0,405.0,45.0,34.0,4.0,582.0
2021-09-25,13899,6,18074,190398,898.0,5018.0,1966.0,6915.0,0.0,2276.0,1176.0,8648.0,1546.0,904.0,1372.0,1176.0,3145.0,2658.0,1635.0,1210.0,901.0,481.0,164.0,0.0,3.0,284.0,72.0,23.0,24.0,470.0
2021-09-26,13104,8,20971,182404,825.0,4421.0,2033.0,6650.0,0.0,2128.0,1140.0,8275.0,1398.0,907.0,1221.0,1140.0,3074.0,2496.0,1502.0,1203.0,856.0,404.0,138.0,0.0,0.0,222.0,6.0,51.0,5.0,541.0
2021-09-27,10959,12,16430,176804,797.0,3728.0,1522.0,5709.0,0.0,1761.0,947.0,6804.0,1356.0,744.0,1017.0,947.0,2405.0,2065.0,1340.0,994.0,830.0,348.0,178.0,0.0,0.0,256.0,66.0,30.0,15.0,430.0
2021-09-28,11332,23,14160,173871,715.0,3850.0,1627.0,5855.0,0.0,1870.0,995.0,7107.0,1279.0,739.0,1131.0,995.0,2532.0,2180.0,1379.0,1016.0,786.0,355.0,138.0,0.0,3.0,298.0,0.0,3.0,56.0,355.0
2021-09-29,12434,8,17000,169182,710.0,3984.0,1661.0,6789.0,0.0,1896.0,959.0,7983.0,1448.0,796.0,1100.0,959.0,2859.0,2444.0,1490.0,1190.0,877.0,420.0,151.0,0.0,0.0,328.0,18.0,7.0,13.0,344.0
2021-09-30,12735,17,17725,164062,764.0,4155.0,1692.0,6888.0,0.0,2155.0,1134.0,7954.0,1330.0,860.0,1295.0,1134.0,2809.0,2429.0,1521.0,1195.0,816.0,389.0,125.0,0.0,0.0,294.0,24.0,11.0,3.0,432.0
2021-10-01,11889,14,15891,159963,868.0,3752.0,1506.0,6631.0,0.0,1985.0,982.0,7492.0,1293.0,832.0,1153.0,982.0,2632.0,2254.0,1443.0,1163.0,784.0,385.0,124.0,0.0,6.0,439.0,22.0,8.0,0.0,393.0
2021-10-02,10915,7,15396,155351,656.0,3661.0,1326.0,5928.0,0.0,1869.0,941.0,6802.0,1200.0,716.0,1153.0,941.0,2386.0,2062.0,1330.0,1024.0,728.0,348.0,124.0,0.0,0.0,194.0,79.0,1.0,2.0,380.0
2021-10-03,9066,12,14454,149859,388.0,2924.0,1131.0,5011.0,0.0,1624.0,832.0,5381.0,1062.0,659.0,965.0,832.0,1926.0,1566.0,1039.0,850.0,666.0,272.0,124.0,0.0,1.0,224.0,17.0,1.0,5.0,140.0
2021-10-04,8075,6,15456,142387,731.0,2649.0,1093.0,4333.0,0.0,1315.0,636.0,5063.0,979.0,517.0,798.0,636.0,1845.0,1493.0,945.0,780.0,594.0,291.0,94.0,0.0,5.0,73.0,25.0,8.0,7.0,613.0
2021-10-05,8817,14,15615,135492,619.0,2585.0,1078.0,5154.0,0.0,1344.0,681.0,5631.0,1047.0,544.0,800.0,681.0,2012.0,1694.0,1068.0,857.0,633.0,300.0,114.0,0.0,0.0,199.0,30.0,10.0,3.0,377.0
2021-10-06,9380,13,13045,131734,426.0,2925.0,1053.0,5402.0,0.0,1596.0,761.0,5888.0,1064.0,661.0,935.0,761.0,2093.0,1773.0,1102.0,920.0,630.0,324.0,110.0,0.0,2.0,147.0,35.0,6.0,2.0,234.0
2021-10-07,9890,18,12884,128646,697.0,3033.0,1148.0,5709.0,0.0,1665.0,773.0,6175.0,1215.0,666.0,999.0,773.0,2145.0,1887.0,1224.0,919.0,691.0,361.0,163.0,0.0,0.0,240.0,111.0,41.0,5.0,300.0
2021-10-08,9751,15,12724,125584,382.0,2958.0,1042.0,5751.0,0.0,1669.0,762.0,6038.0,1181.0,630.0,1039.0,762.0,2048.0,1960.0,1115.0,915.0,729.0,338.0,114.0,0.0,0.0,157.0,17.0,16.0,8.0,184.0
2021-10-09,8743,14,14422,119831,621.0,2607.0,955.0,5181.0,0.0,1603.0,720.0,5276.0,1075.0,638.0,965.0,720.0,1858.0,1641.0,965.0,812.0,597.0,336.0,142.0,0.0,0.0,271.0,105.0,42.0,0.0,203.0
2021-10-10,7373,2,10959,116163,334.0,2132.0,774.0,4467.0,0.0,1346.0,542.0,4511.0,929.0,551.0,795.0,542.0,1546.0,1389.0,851.0,725.0,555.0,256.0,118.0,0.0,1.0,142.0,48.0,15.0,3.0,125.0
2021-10-11,6709,6,10833,111958,282.0,1957.0,670.0,4082.0,0.0,1180.0,493.0,4087.0,912.0,467.0,713.0,493.0,1314.0,1273.0,839.0,661.0,523.0,284.0,105.0,0.0,5.0,137.0,28.0,7.0,0.0,105.0
2021-10-12,7276,10,10555,108584,379.0,2043.0,769.0,4463.0,1.0,1192.0,579.0,4507.0,908.0,507.0,685.0,579.0,1546.0,1383.0,909.0,669.0,523.0,278.0,107.0,0.0,10.0,140.0,20.0,64.0,0.0,145.0
2021-10-13,7950,29,10832,105622,500.0,2183.0,773.0,4994.0,0.0,1277.0,495.0,5006.0,1026.0,555.0,722.0,495.0,1730.0,1551.0,982.0,743.0,580.0,289.0,157.0,0.0,24.0,95.0,78.0,66.0,44.0,193.0
2021-10-14,8084,21,12456,101185,352.0,2333.0,706.0,5045.0,0.0,1414.0,545.0,5019.0,1047.0,536.0,878.0,545.0,1746.0,1497.0,1031.0,745.0,644.0,274.0,129.0,0.0,10.0,78.0,75.0,34.0,0.0,155.0
2021-10-15,7420,17,10145,98384,416.0,2186.0,587.0,4647.0,0.0,1342.0,423.0,4664.0,944.0,553.0,789.0,423.0,1560.0,1588.0,849.0,667.0,566.0,286.0,92.0,0.0,0.0,86.0,18.0,27.0,6.0,279.0
2021-10-16,7509,16,9531,96290,327.0,2158.0,583.0,4768.0,0.0,1244.0,468.0,4799.0,876.0,526.0,718.0,468.0,1684.0,1492.0,930.0,693.0,516.0,241.0,119.0,0.0,0.0,64.0,40.0,67.0,3.0,153.0
2021-10-17,6145,12,9231,93132,402.0,1813.0,506.0,3826.0,0.0,1117.0,365.0,3836.0,773.0,459.0,658.0,365.0,1302.0,1197.0,734.0,603.0,484.0,200.0,89.0,0.0,0.0,140.0,12.0,14.0,5.0,231.0
2021-10-18,5434,5,8435,90062,356.0,1451.0,445.0,3538.0,0.0,892.0,317.0,3497.0,700.0,388.0,504.0,317.0,1164.0,1131.0,675.0,527.0,422.0,194.0,84.0,0.0,14.0,45.0,24.0,34.0,0.0,239.0
2021-10-19,5745,12,8933,86790,219.0,1626.0,405.0,3714.0,0.0,947.0,305.0,3725.0,711.0,390.0,557.0,305.0,1243.0,1174.0,717.0,591.0,414.0,210.0,87.0,0.0,3.0,32.0,4.0,32.0,0.0,148.0
2021-10-20,5516,14,9401,82841,206.0,1397.0,371.0,3746.0,2.0,884.0,271.0,3590.0,741.0,386.0,498.0,271.0,1182.0,1133.0,711.0,564.0,447.0,218.0,76.0,0.0,0.0,34.0,19.0,10.0,0.0,143.0
2021-10-21,6210,42,7562,81429,303.0,1647.0,434.0,4123.0,6.0,1071.0,339.0,3949.0,826.0,438.0,633.0,339.0,1273.0,1270.0,809.0,597.0,527.0,205.0,94.0,0.0,6.0,66.0,19.0,19.0,0.0,193.0
2021-10-22,6630,15,7630,80358,250.0,1774.0,429.0,4421.0,6.0,1167.0,303.0,4252.0,851.0,476.0,691.0,303.0,1389.0,1377.0,829.0,657.0,522.0,238.0,91.0,0.0,9.0,100.0,4.0,31.0,0.0,106.0
2021-10-23,5828,7,9178,76945,256.0,1612.0,372.0,3836.0,8.0,1042.0,286.0,3711.0,740.0,428.0,614.0,286.0,1163.0,1230.0,765.0,553.0,451.0,218.0,71.0,0.0,6.0,68.0,12.0,8.0,0.0,162.0
2021-10-24,5666,20,6978,75576,148.0,1595.0,342.0,3715.0,14.0,1072.0,293.0,3543.0,733.0,446.0,626.0,293.0,1136.0,1181.0,681.0,545.0,437.0,217.0,79.0,0.0,7.0,37.0,10.0,3.0,0.0,91.0
2021-10-25,4782,15,7414,72874,109.0,1330.0,257.0,3186.0,9.0,928.0,227.0,2944.0,651.0,370.0,558.0,227.0,957.0,946.0,574.0,467.0,407.0,195.0,49.0,0.0,5.0,12.0,5.0,21.0,0.0,66.0
2021-10-26,5726,15,5607,72938,210.0,1470.0,303.0,3945.0,8.0,996.0,263.0,3656.0,741.0,414.0,582.0,263.0,1198.0,1187.0,677.0,594.0,457.0,196.0,88.0,0.0,0.0,15.0,1.0,25.0,0.0,169.0
2021-10-27,6148,21,7595,71425,200.0,1626.0,307.0,4198.0,17.0,1082.0,271.0,3940.0,809.0,459.0,623.0,271.0,1266.0,1312.0,787.0,575.0,499.0,222.0,88.0,0.0,5.0,30.0,3.0,14.0,0.0,148.0
2021-10-28,6377,32,6637,71110,231.0,1755.0,278.0,4325.0,19.0,1138.0,289.0,4081.0,828.0,456.0,682.0,289.0,1438.0,1282.0,768.0,593.0,480.0,248.0,100.0,0.0,2.0,27.0,26.0,35.0,1.0,140.0
2021-10-29,6060,13,7297,69814,200.0,1552.0,263.0,4218.0,27.0,1071.0,263.0,3905.0,757.0,425.0,646.0,263.0,1311.0,1231.0,774.0,589.0,458.0,223.0,76.0,0.0,3.0,32.0,18.0,60.0,0.0,87.0
2021-10-30,5854,13,6715,68895,274.0,1593.0,279.0,3968.0,14.0,1023.0,266.0,3779.0,744.0,416.0,607.0,266.0,1255.0,1211.0,749.0,564.0,449.0,229.0,66.0,0.0,0.0,40.0,10.0,50.0,0.0,174.0
2021-10-31,4979,23,6127,67710,121.0,1267.0,181.0,3508.0,23.0,855.0,194.0,3241.0,685.0,364.0,491.0,194.0,1038.0,1037.0,639.0,527.0,419.0,194.0,72.0,0.0,0.0,12.0,3.0,37.0,0.0,69.0
2021-11-01,4626,6,5299,66980,144.0,1190.0,159.0,3252.0,25.0,818.0,151.0,2976.0,646.0,306.0,512.0,151.0,988.0,943.0,607.0,438.0,384.0,179.0,83.0,0.0,0.0,12.0,26.0,28.0,0.0,78.0
2021-11-02,5071,15,5372,66631,146.0,1320.0,183.0,3532.0,36.0,829.0,175.0,3291.0,715.0,351.0,478.0,175.0,1110.0,1069.0,589.0,523.0,439.0,204.0,72.0,0.0,0.0,15.0,3.0,7.0,0.0,121.0
2021-11-03,5291,7,4947,66920,149.0,1366.0,177.0,3710.0,38.0,884.0,199.0,3513.0,643.0,347.0,537.0,199.0,1188.0,1146.0,656.0,523.0,426.0,150.0,67.0,0.0,4.0,39.0,2.0,8.0,4.0,92.0
2021-11-04,5713,32,5865,66717,162.0,1457.0,154.0,4050.0,52.0,1004.0,191.0,3734.0,734.0,389.0,615.0,191.0,1187.0,1258.0,724.0,565.0,432.0,216.0,86.0,0.0,0.0,19.0,18.0,18.0,2.0,105.0
2021-11-05,4922,10,5579,66003,154.0,1200.0,119.0,3558.0,45.0,824.0,173.0,3215.0,677.0,342.0,482.0,173.0,1087.0,1014.0,633.0,481.0,421.0,191.0,65.0,0.0,0.0,60.0,0.0,35.0,0.0,59.0
2021-11-06,4701,28,5382,65280,112.0,1246.0,118.0,3269.0,68.0,847.0,164.0,2999.0,686.0,352.0,495.0,164.0,983.0,977.0,588.0,451.0,414.0,204.0,68.0,0.0,0.0,0.0,21.0,9.0,0.0,82.0
2021-11-07,4343,9,5190,64374,124.0,1136.0,78.0,3069.0,60.0,711.0,150.0,2820.0,604.0,289.0,422.0,150.0,950.0,891.0,519.0,460.0,392.0,166.0,46.0,0.0,0.0,29.0,0.0,5.0,0.0,90.0
2021-11-08,4543,15,7348,61516,80.0,1145.0,89.0,3264.0,45.0,762.0,150.0,2924.0,667.0,312.0,450.0,150.0,936.0,971.0,565.0,452.0,428.0,185.0,54.0,0.0,1.0,1.0,3.0,10.0,2.0,63.0
2021-11-09,5403,25,5311,61556,134.0,1450.0,122.0,3770.0,61.0,948.0,208.0,3540.0,657.0,366.0,582.0,208.0,1181.0,1130.0,665.0,564.0,398.0,180.0,79.0,0.0,0.0,8.0,5.0,46.0,0.0,75.0
2021-11-10,6243,24,5068,62691,247.0,1486.0,147.0,4527.0,83.0,1015.0,207.0,4208.0,812.0,395.0,620.0,207.0,1332.0,1451.0,833.0,592.0,528.0,215.0,69.0,0.0,0.0,2.0,19.0,55.0,2.0,169.0
2021-11-11,6323,25,5337,63628,135.0,1601.0,124.0,4532.0,66.0,1099.0,245.0,4147.0,770.0,409.0,690.0,245.0,1329.0,1359.0,839.0,620.0,492.0,204.0,74.0,0.0,0.0,6.0,24.0,24.0,0.0,81.0
2021-11-12,6517,16,6026,64071,240.0,1571.0,105.0,4775.0,66.0,1093.0,246.0,4288.0,823.0,404.0,689.0,246.0,1427.0,1410.0,815.0,636.0,511.0,235.0,77.0,0.0,0.0,26.0,13.0,69.0,0.0,132.0
2021-11-13,5809,27,4712,65124,118.0,1414.0,92.0,4220.0,83.0,951.0,178.0,3839.0,810.0,378.0,573.0,178.0,1228.0,1237.0,788.0,586.0,525.0,215.0,70.0,0.0,0.0,2.0,29.0,28.0,0.0,59.0
2021-11-14,5162,11,5019,65229,106.0,1253.0,83.0,3767.0,59.0,904.0,181.0,3256.0,783.0,362.0,542.0,181.0,1030.0,1067.0,662.0,497.0,482.0,229.0,72.0,0.0,0.0,3.0,28.0,5.0,0.0,70.0
2021-11-15,5143,13,4551,65777,151.0,1273.0,65.0,3741.0,64.0,863.0,195.0,3381.0,677.0,340.0,523.0,195.0,1210.0,1029.0,624.0,518.0,431.0,175.0,71.0,0.0,0.0,0.0,2.0,93.0,5.0,51.0
2021-11-16,5413,17,6013,65131,198.0,1337.0,87.0,3889.0,100.0,939.0,220.0,3508.0,699.0,363.0,576.0,220.0,1134.0,1069.0,696.0,609.0,445.0,181.0,73.0,0.0,0.0,39.0,5.0,16.0,0.0,138.0
2021-11-17,6288,22,4743,66615,139.0,1465.0,75.0,4663.0,85.0,1049.0,225.0,4185.0,787.0,396.0,653.0,225.0,1349.0,1347.0,781.0,708.0,498.0,221.0,68.0,0.0,0.0,34.0,0.0,15.0,0.0,113.0
2021-11-18,6380,28,5760,67200,247.0,1539.0,68.0,4651.0,122.0,1054.0,241.0,4253.0,832.0,407.0,647.0,241.0,1367.0,1360.0,861.0,665.0,496.0,259.0,77.0,0.0,0.0,27.0,41.0,68.0,0.0,111.0
2021-11-19,6355,31,5031,68479,168.0,1648.0,76.0,4512.0,119.0,1171.0,228.0,4193.0,728.0,468.0,703.0,228.0,1397.0,1282.0,863.0,651.0,479.0,197.0,52.0,0.0,0.0,18.0,7.0,40.0,0.0,103.0
2021-11-20,5859,19,4970,69330,156.0,1482.0,70.0,4182.0,125.0,1011.0,251.0,3846.0,730.0,378.0,633.0,251.0,1198.0,1225.0,795.0,628.0,458.0,210.0,62.0,0.0,0.0,21.0,0.0,34.0,0.0,101.0
2021-11-21,4854,12,5525,68613,114.0,1146.0,53.0,3566.0,89.0,779.0,189.0,3260.0,604.0,314.0,465.0,189.0,1063.0,1065.0,621.0,511.0,378.0,158.0,68.0,0.0,0.0,14.0,4.0,8.0,5.0,83.0
2021-11-22,4885,18,5628,67829,228.0,1170.0,47.0,3575.0,93.0,806.0,200.0,3205.0,661.0,306.0,500.0,200.0,1048.0,1021.0,620.0,516.0,385.0,200.0,76.0,0.0,0.0,14.0,2.0,42.0,3.0,167.0
2021-11-23,5594,24,4908,68467,212.0,1369.0,75.0,4044.0,106.0,928.0,212.0,3760.0,677.0,339.0,589.0,212.0,1191.0,1154.0,779.0,636.0,435.0,193.0,49.0,0.0,23.0,4.0,6.0,88.0,0.0,91.0
2021-11-24,5755,23,5082,69097,175.0,1426.0,72.0,4111.0,146.0,950.0,227.0,3798.0,745.0,350.0,600.0,227.0,1245.0,1188.0,808.0,557.0,468.0,194.0,83.0,0.0,3.0,16.0,3.0,36.0,0.0,117.0
2021-11-25,6144,12,6602,68589,205.0,1494.0,60.0,4465.0,125.0,1028.0,245.0,4033.0,817.0,394.0,634.0,245.0,1338.0,1253.0,801.0,641.0,514.0,229.0,74.0,0.0,15.0,22.0,16.0,28.0,0.0,124.0
2021-11-26,5501,25,6664,67383,123.0,1321.0,58.0,4011.0,111.0,906.0,196.0,3722.0,661.0,342.0,564.0,196.0,1203.0,1175.0,764.0,580.0,420.0,185.0,56.0,0.0,11.0,8.0,5.0,52.0,0.0,47.0
2021-11-27,5097,17,5352,67082,165.0,1238.0,55.0,3694.0,110.0,817.0,212.0,3409.0,631.0,315.0,502.0,212.0,1064.0,1093.0,684.0,568.0,399.0,174.0,58.0,0.0,6.0,8.0,45.0,40.0,30.0,36.0
2021-11-28,4239,12,5007,66278,88.0,1037.0,33.0,3077.0,92.0,722.0,155.0,2818.0,524.0,272.0,450.0,155.0,932.0,840.0,564.0,482.0,334.0,143.0,47.0,0.0,4.0,6.0,2.0,30.0,0.0,46.0
2021-11-29,4087,21,4984,65340,182.0,1035.0,33.0,2935.0,84.0,692.0,202.0,2626.0,546.0,271.0,421.0,202.0,878.0,776.0,551.0,421.0,331.0,163.0,52.0,0.0,0.0,23.0,6.0,109.0,0.0,44.0
2021-11-30,4879,24,5168,65018,97.0,1127.0,56.0,3592.0,104.0,787.0,209.0,3290.0,583.0,308.0,479.0,209.0,1072.0,974.0,708.0,536.0,358.0,165.0,60.0,0.0,25.0,0.0,28.0,33.0,0.0,31.0
2021-12-01,5439,21,6803,63623,110.0,1367.0,52.0,3898.0,122.0,891.0,197.0,3668.0,645.0,338.0,553.0,197.0,1172.0,1183.0,767.0,546.0,387.0,197.0,61.0,0.0,25.0,0.0,8.0,33.0,0.0,31.0
2021-12-02,5806,11,7246,62140,339.0,1327.0,39.0,4271.0,169.0,950.0,304.0,3875.0,643.0,344.0,606.0,304.0,1279.0,1207.0,779.0,610.0,410.0,174.0,59.0,0.0,14.0,2.0,13.0,148.0,52.0,110.0
2021-12-03,5551,23,5301,62344,179.0,1314.0,46.0,4044.0,147.0,916.0,304.0,3683.0,626.0,359.0,557.0,304.0,1270.0,1154.0,737.0,522.0,411.0,167.0,48.0,0.0,6.0,0.0,3.0,104.0,0.0,66.0
2021-12-04,4896,18,4676,62522,159.0,1145.0,57.0,3526.0,168.0,830.0,211.0,3298.0,537.0,330.0,500.0,211.0,1120.0,1030.0,648.0,500.0,327.0,158.0,52.0,0.0,3.0,1.0,22.0,52.0,0.0,81.0
2021-12-05,4298,23,4929,61853,136.0,1018.0,38.0,3093.0,149.0,734.0,184.0,2866.0,509.0,281.0,453.0,184.0,1008.0,898.0,535.0,425.0,330.0,130.0,49.0,0.0,13.0,3.0,12.0,69.0,0.0,39.0
2021-12-06,4262,15,5894,60180,97.0,1041.0,38.0,3052.0,131.0,707.0,185.0,2804.0,542.0,289.0,418.0,185.0,952.0,867.0,560.0,425.0,352.0,141.0,49.0,0.0,10.0,0.0,2.0,30.0,0.0,55.0
2021-12-07,4965,29,4817,60292,138.0,1130.0,48.0,3641.0,146.0,763.0,229.0,3314.0,645.0,305.0,458.0,229.0,1111.0,1040.0,673.0,490.0,395.0,169.0,81.0,0.0,3.0,13.0,39.0,36.0,0.0,47.0
2021-12-08,5020,17,4525,60752,154.0,1163.0,41.0,3674.0,142.0,768.0,223.0,3434.0,575.0,301.0,467.0,223.0,1148.0,1042.0,712.0,532.0,378.0,154.0,43.0,0.0,2.0,3.0,0.0,32.0,1.0,116.0
2021-12-09,5446,20,5427,60745,367.0,1207.0,55.0,4033.0,151.0,840.0,282.0,3724.0,574.0,335.0,505.0,282.0,1300.0,1251.0,688.0,485.0,367.0,161.0,46.0,0.0,0.0,1.0,8.0,153.0,0.0,205.0
2021-12-10,5058,17,4997,60778,190.0,1228.0,43.0,3630.0,157.0,816.0,223.0,3410.0,581.0,311.0,505.0,223.0,1138.0,1139.0,671.0,462.0,356.0,163.0,62.0,0.0,3.0,1.0,12.0,52.0,0.0,122.0
2021-12-11,4626,20,4690,60689,105.0,1106.0,40.0,3336.0,144.0,757.0,192.0,3113.0,553.0,269.0,488.0,192.0,1079.0,1002.0,618.0,414.0,340.0,154.0,59.0,0.0,0.0,5.0,6.0,18.0,0.0,76.0
2021-12-12,3490,14,5399,58752,167.0,803.0,29.0,2529.0,129.0,522.0,143.0,2318.0,487.0,201.0,321.0,143.0,811.0,718.0,428.0,361.0,276.0,136.0,75.0,0.0,0.0,8.0,41.0,42.0,0.0,76.0
2021-12-13,3504,24,4401,57829,103.0,797.0,29.0,2570.0,108.0,551.0,154.0,2317.0,475.0,237.0,314.0,154.0,776.0,736.0,421.0,384.0,296.0,142.0,37.0,0.0,0.0,30.0,12.0,27.0,0.0,34.0
2021-12-14,4097,18,4301,57598,152.0,957.0,43.0,2959.0,138.0,633.0,159.0,2771.0,511.0,253.0,380.0,159.0,884.0,921.0,566.0,400.0,312.0,149.0,50.0,0.0,0.0,0.0,17.0,12.0,0.0,123.0
2021-12-15,3900,19,4552,56936,137.0,881.0,24.0,2853.0,142.0,562.0,139.0,2720.0,458.0,220.0,342.0,139.0,955.0,837.0,550.0,378.0,289.0,129.0,40.0,0.0,0.0,8.0,17.0,49.0,1.0,62.0
2021-12-16,4262,36,4985,56211,125.0,955.0,29.0,3109.0,169.0,624.0,142.0,2927.0,521.0,254.0,370.0,142.0,1011.0,949.0,572.0,395.0,343.0,132.0,46.0,2.0,0.0,15.0,1.0,19.0,0.0,88.0
2021-12-17,4362,28,5098,55475,208.0,969.0,47.0,3168.0,178.0,648.0,193.0,2976.0,490.0,266.0,382.0,193.0,1011.0,986.0,576.0,403.0,298.0,128.0,64.0,0.0,0.0,31.0,46.0,30.0,0.0,101.0
2021-12-18,4083,34,5435,54094,,,,,,,,,,,,,,,,,,,,0.0,0.0,12.0,21.0,4.0,0.0,172.0
